,marca,preco
1021,"Walther - PPK/S Black 7rd 3.25"" 380 ACP",799
1022,"Walther - PPK Black 6rd 3.25"" 380 ACP",799
1023,"Charter Arms - Bulldog Stainless 5rd 2.5"" 44 Spl","384,95"
1024,"Colt - Single Action Army 6rd 5.5"" 45 Colt","1999,95"
1025,"Glock - G17 Gen4 Fixed Sights 17rd 4.48"" 9mm","539,95"
1026,"Glock - G19 Gen4 Flat Dark Earth Fixed Sights 15rd 4"" 9mm","499,95"
1027,"Glock - G22 Gen4 Fixed Sights 15rd 4.48"" 40 S&W","539,95"
1028,"Glock - G22 Gen3 Flat Dark Earth Fixed Sights 15rd 4.49"" 40 S&W","499,95"
1029,"Glock - G23 Gen3 Threaded Barrel 13rd 4.02"" 40 S&W","569,95"
1030,"KelTec - P3AT Hard Chrome 6rd 2.7"" 380 ACP","274,95"
1031,"North American Arms - Pug White Dot Sight 5rd 1"" 22 Mag","324,95"
1032,"Ruger - New Model Single-Six 6rd 6.5"" 17 HMR","554,95"
1033,"Ruger - New Model Super Blackhawk 6rd 10.5"" 44 Mag","754,95"
1034,"Ruger - New Model Super Blackhawk 6rd 5.5"" 44 Mag","724,95"
1035,"Ruger - Bearcat 6rd 4.25"" 22 LR","449,95"
1036,"Ruger - Super Redhawk Alaskan 6rd 2.5"" 454 Casull","1169,95"
1037,"Ruger - LCR 6rd 1.87"" 327 Mag","629,95"
1038,"Sig Sauer - P938 BRG Micro-Compact 7rd 3"" 9mm","649,99"
1039,"Sig Sauer - M11-A1 Compact 15rd 3.9"" 9mm","1099,99"
1040,"Smith & Wesson - M&P Shield No Safety 7rd 3.1"" 40 S&W","369,95"
1041,"Smith & Wesson - M&P Bodyguard Red Laser 6rd 2.75"" 380 ACP","429,95"
1042,"Smith & Wesson - Model 69 5rd 4.25"" 44 Magnum","899,95"
1043,"Smith & Wesson - Model 60 5rd 3"" 357 Mag / 38 Spl+P","779,95"
1044,"Smith & Wesson - Model 63 8rd 3"" 22 LR","839,95"
1045,"Smith & Wesson - Model 66 6rd 4.25"" 357 Mag / 38 Spl+P","899,95"
1046,"Smith & Wesson - Model S&W500 5rd 4"" 500 S&W","1399,95"
1047,"Smith & Wesson - Model 686 Plus 7rd 6"" 357 Mag / 38 Spl+P","869,95"
1048,"Smith & Wesson - M&P Shield Thumb Safety 8rd 3.1"" 9mm","389,95"
1049,"Smith & Wesson - M&P Full Size Thumb Safety 12rd 4.25"" 40 S&W","464,95"
1050,"Smith & Wesson - M&P 22 Threaded Barrel 12rd 4"" 22 LR","394,95"
1051,"STI - Guardian STS 6rd 3.9"" 45 ACP",1199
1052,"STI - Nitro10 9rd 5"" 10mm",1499
1053,"STI - Rangemaster 8rd 5"" 45 ACP",1499
1054,"STI - Targetmaster 6rd 6"" 45 ACP",1599
1055,"Taurus - 605 Poly 5rd 2"" 357 Mag","349,95"
1056,"Walther - P99 AS 15rd 4"" 9mm",699
1057,"Walther - PPQ M2 12rd 4"" 22 LR","349,95"
1058,"American Tactical HGA FX45 Titan 7rd 3.18"" 45 ACP","399,95"
1059,"Glock - G23 Gen4 Fixed Sights 13rd 4.01"" 40 S&W","539,95"
1060,"American Tactical - HGA FX45 1911 Military 8rd 5"" 45 ACP","399,95"
1061,"KelTec - PF9 Black 7rd 3.1"" 9mm","289,95"
1062,"American Tactical - GSG 1911 10rd 5"" 22 LR","229,95"
1063,"KelTec - P3AT 6rd 2.7"" 380 ACP","269,95"
1064,"KelTec - P3AT Gray 6rd 2.7"" 380 ACP","259,95"
1065,"KelTec - P3AT Parkerized Black 6rd 2.7"" 380 ACP","274,95"
1066,"SCCY - CPX2 White/Black 10rd 3"" 9mm","199,95"
1067,"Smith & Wesson - M&P Shield M2.0 Thumb Safety 7rd 3.3"" 45 ACP","499,95"
1068,"Kimber - Micro 9 Sapphire 6rd 3.15"" 9mm","1074,95"
1069,"Ruger - SR1911 Commander-Style 9rd 4.25"" 9mm","699,95"
1070,"SCCY - CPX2 Flat Dark Earth/Black 10rd 3"" 9mm","199,95"
1071,"Smith & Wesson - M&P 22 Compact Flat Dark Earth 10rd 3.6"" 22 LR","439,95"
1072,"SCCY - CPX2 Flat Dark Earth/Stainless 10rd 3"" 9mm","199,95"
1073,"Kimber - Micro 9 Stainless Rosewood 7rd 3.15"" 9mm","674,95"
1074,"Glock - G22 Gen4 Gray Fixed Sights 15rd 4.48"" 40 S&W","539,95"
1075,"Glock - G21 Gen4 Gray Fixed Sights 13rd 4.61"" 45 ACP","599,95"
1076,"Glock - G20 Gen4 Gray Fixed Sights 15rd 4.61"" 10mm","604,95"
1077,"Glock - G23 Gen4 Gray Fixed Sights 13rd 4.01"" 40 S&W","539,95"
1078,"Glock - G19 Gen3 Vickers Tactical 15rd 4"" 9mm","659,95"
1079,"Glock - 19 Gen4 Compensated Fixed Sights 15rd 4.1"" 9mm","599,95"
1080,"Glock - G17 Gen4 Compensated Fixed Sights 17rd 4.48"" 9mm","599,95"
1081,"Ruger - Mark IV Hunter 10rd 6.88"" 22 LR","769,95"
1082,"Ruger - Mark IV Target 10rd 5.5"" 22 LR","529,95"
1083,"Ruger - Mark IV Target 10rd 5.5"" 22 LR","569,95"
1084,"Sig Sauer - 1911 Fastback Emperor Scorpion Carry 8rd 4.2"" 45 ACP","1299,99"
1085,"Glock - G34 Gen4 Gray Adjustable Sights 17rd 5.31"" 9mm","679,95"
1086,"Glock - G19 Gen3 Desert Tan Fixed Sights 15rd 4.1"" 9mm","679,95"
1087,"Smith & Wesson - M&P Bodyguard No Safety 6rd 2.75"" 380 ACP","279,95"
1088,"Smith & Wesson - M&P Bodyguard w/ Red Laser No Safety 6rd 2.75"" 380 ACP","329,95"
1089,"Cabot - 1911 S103 Commander 8rd 4.25"" 45 ACP",3845
1090,"Cabot - 1911 VS100 Government 8rd 5"" 45 ACP",3895
1091,"SCCY - CPX1 Purple/Black 10rd 3"" 9mm","211,95"
1092,"SCCY - CPX1 SCCY Blue/Black 10rd 3"" 9mm","211,95"
1093,"SCCY - CPX2 Black/Stainless 10rd 3"" 9mm","199,95"
1094,"Smith & Wesson - M&P M2.0 Flat Dark Earth Thumb Safety 17rd 5"" 9mm","549,95"
1095,"Smith & Wesson - M&P M2.0 15rd 4.25"" 40 S&W","599,95"
1096,"STI - Tactical 8rd 5"" 45 ACP",1899
1097,"Glock - G20 SF Gen3 Fixed Sights 10rd 4.6"" 10mm","539,95"
1098,"Glock - G19 Gen4 Night Sights 15rd 4"" 9mm","624,95"
1099,"Glock - G19 Gen4 Threaded Barrel 15rd 4"" 9mm","579,95"
1100,"Smith & Wesson - Model 27 Classic with Pinned Serrated Ramp Sight 6rd 4"" 357 Mag / 38 Spl+P","1069,95"
1101,"SCCY - CPX2 SCCY Blue/Black 10rd 3"" 9mm","199,95"
1102,"SCCY - CPX2 SCCY Blue/Stainless 10rd 3"" 9mm","199,95"
1103,"SCCY - CPX1 Purple/Stainless 10rd 3"" 9mm","211,95"
1104,"SCCY - CPX1 SCCY Blue/Stainless 10rd 3"" 9mm","211,95"
1105,"SCCY - CPX2 Purple/Black 10rd 3"" 9mm","199,95"
1106,"SCCY - CPX2 Purple/Stainless 10rd 3"" 9mm","199,95"
1107,"Smith & Wesson - M&P M2.0 Thumb Safety 17rd 4.25"" 9mm","599,95"
1108,"STI - Hex-Tac 9rd 5"" 9mm",2099
1109,"STI - Apeiro 12rd 5"" 45 ACP",2799
1110,"American Tactical - GSG Firefly 10rd 4"" 22 LR","199,95"
1111,"American Tactical - GSG Firefly Threaded Barrel 10rd 4.9"" 22 LR","199,95"
1112,"Glock - G43 Gen3 Gray Fixed Sights 6rd 3.39"" 9mm","479,95"
1113,"STI - Hex Tac 15rd 3"" 9mm",2399
1114,"Glock - G43 Gen3 TALO AmeriGlo Night Sights 6rd 3.39"" 9mm","539,95"
1115,"Bond Arms - Century 2000 2rd 3.5"" 357 Mag / 38 Spl","439,95"
1116,"Bond Arms - Mini 2rd 2.5"" 45 Colt","399,95"
1117,"Bond Arms - Texas Defender 2rd 3"" 45 Colt / 410","524,95"
1118,"Nighthawk - Carry Plus 8rd 3.8"" 9mm",3650
1119,"Nighthawk - Global Response Pistol Recon w/ Surefire X400U 8rd 5"" 45 ACP",3250
1120,"Browning - 1911-380 Medallion Pro Compact 8rd 3.63"" 380 ACP","809,95"
1121,"Kimber - 1911 Custom CDP 7rd 5"" 45 ACP","1189,95"
1122,"Kimber - 1911 Pro Covert 7rd 4"" 45 ACP","1439,95"
1123,"Kimber - Camp Guard 8rd 5"" 10mm","1249,95"
1124,"Kimber - Micro Amethyst 7rd 2.75"" 380 ACP","1014,95"
1125,"Kimber - 1911 Stainless II 7rd 5"" 45 ACP","899,95"
1126,"Kimber - K6S Stainless Night Sights 6rd 2"" 357 Mag","884,95"
1127,"Kimber - K6S DCR 6rd 2"" 357 Mag","1144,95"
1128,"Kimber - 1911 Ultra CDP 7rd 3"" 45 ACP","1189,95"
1129,"Ruger - Mark IV Hunter 10rd 6.88"" 22 LR","799,95"
1130,"Glock - G23 Gen4 Compensated  Fixed Sights 13rd 4.01"" 40 S&W","599,95"
1131,"Ruger - SR1911 Target 8rd 5"" 45 ACP","874,95"
1132,"Smith & Wesson - M&P Bodyguard Flat Dark Earth 6rd 2.75"" 380 ACP","364,95"
1133,"Smith & Wesson - Model 69 Combat Magnum 5rd 2.75"" 44 Mag","949,95"
1134,"Smith & Wesson - M&P Bodyguard Flat Dark Earth w/ Red Laser 6rd 2.75"" 380 ACP","434,95"
1135,"Smith & Wesson - Performance Center Model 460XVR HI VIZ 5rd 7.5"" 460 S&W","1899,95"
1136,"Smith & Wesson - Model 66 Combat Magnum 6rd 2.75"" 357 Mag / 38 Spl+P","899,95"
1137,"Smith & Wesson - Performance Center Model 986 7rd 2.5"" 9mm","1149,95"
1138,"Smith & Wesson - Model 500 Revolver HI VIZ 5rd 3.5"" 500 S&W","1719,95"
1139,"Smith & Wesson - Performance Center Model 586 L-Comp 7rd 3"" 45 ACP","1174,95"
1140,"A. Uberti - 1873 Cattleman II Brass 6rd 5"" 357 Mag","459,95"
1141,"Cabot - 1911 S100 Damascus 8rd 5"" 45 ACP",5950
1142,"Cabot - 1911 S100 Govt 8rd 5"" 45 ACP",3995
1143,"A. Uberti - 1873 Cattleman Stallion Bird's Head 6rd 3.5"" 38 Spl","489,95"
1144,"Uberti - 1873 Cattleman II Brass 6rd 5.5"" 45 Colt","459,95"
1145,"A. Uberti - 1873 Cattleman II Steel 6rd 4.75"" 45 Colt","474,95"
1146,"Glock - G19 Gen4 TALO AmeriGlo Night Sights 15rd 4.1"" 9mm","629,95"
1147,"Glock - G17 Gen4 TALO AmeriGlo Night Sights 17rd 4.49"" 9mm","629,95"
1148,"Ruger - LCP 6rd 2.75"" 380 ACP","349,95"
1149,"Smith & Wesson - M&P Shield M2.0 No Safety 7rd 3.3"" 45 ACP","479,95"
1150,"Colt - Defender 8rd 3"" 9mm","974,95"
1151,"Glock - G19 Gen4 15rd 4"" 9mm","569,95"
1152,"Smith & Wesson - Performance Center Model 627 8rd 2.625"" 357 Mag / 38 Spl+P","1349,95"
1153,"STI - DVC 3-Gun 20rd 5.25"" 9mm",2799
1154,"Colt - Delta Elite 8rd 5"" 45 ACP","1139,95"
1155,"Beretta - M9A1 15rd 4.9"" 22 LR","409,95"
1156,"Colt - Competition Government 9rd 5"" 9mm","849,95"
1157,"Colt - Lightweight Defender 7rd 3"" 45 ACP","974,95"
1158,"Glock - G23 Gen3 13rd 4"" 40 S&W","489,95"
1159,"Smith & Wesson - Model 25 Classics 6rd 6.5"" 45 Colt","1049,95"
1160,"STI - Hextac 9rd 4"" 9mm",1999
1161,"American Tactical - GSG Firefly HGA 10rd 4"" 22 LR","199,95"
1162,"Ruger - Mark IV 22/45 Tactical 10rd 4.4"" 22 LR","514,95"
1163,"Ruger - Mark IV Competition 10rd 6.88"" 22 LR","654,95"
1164,"Ruger - Mark IV Target 10rd 5.5"" 22 LR","504,95"
1165,"STI - Costa Carry Comp 21rd 4.15"" 9mm",3599
1166,"American Tactical -  GSG Firefly HGA 10rd 4"" 22 LR","199,95"
1167,"Nighthawk - Heinie Signature Competition 10rd 5"" 45 ACP",3995
1168,"Sig Sauer - P226 Legion Full-Size 15rd 4.4"" 9mm","1299,99"
1169,"Kimber - 1911 Ultra Raptor II 7rd 3"" 45 ACP","1219,95"
1170,"Glock - G43 Gen3 Flat Dark Earth Fixed Sights 6rd 3.39"" 9mm","479,95"
1171,"Henry - Big Boy Mare's Leg 5rd 12.9"" 45 Colt","999,95"
1172,"Cabot - 1911 S103 Commander 8rd 4.25"" 9mm",3895
1173,"Glock - G43 Glock Night Sights 6rd 3.39"" 9mm","499,95"
1174,"Glock - G17 Gen4 Glock Night Sights 17rd 4.49"" 9mm","619,95"
1175,"FN - 509 No Manual Safety 17rd 4"" 9mm",719
1176,"Glock - G19 Gen4 Glock Night Sights 15rd 4.02"" 9mm","599,95"
1177,"Glock - G19 Vickers Flat Dark Earth 15rd 4"" 9mm FDE","669,95"
1178,"Glock - G17 Vickers Tactical Flat Dark Earth 15rd 4.49"" 9mm","669,95"
1179,"Kimber - Micro 9 Desert Night Day/Night Sights Crimson Trace Lasergrips 7rd 3.15"" 9mm","679,95"
1180,"Nighthawk - The Bull 8rd 5"" 45 ACP",3795
1181,"Sig Sauer - P220 Legion 8rd 4.5"" 45 ACP","1299,99"
1182,"Nighthawk - Bob Marvel Custom 8rd 4.25"" 45 ACP",4295
1183,"Ruger - SR1911 Target 9rd 5"" 10mm","874,95"
1184,"Cabot - 1911 Vintage Classic Goverment 8rd 5"" 45 ACP",3995
1185,"STI - DVC Carry 9mm Bull DLC 15rd 4"" 9mm",2799
1186,"STI - DVC TX1 15rd 4.15"" 9mm",3599
1187,"Colt - Competition SS 8rd 5"" 45 ACP","1299,95"
1188,"STI - Shot Special 5.0 20rd 5"" 9mm",1799
1189,"STI - Marauder 20rd 5"" 9mm",2749
1190,"Glock - G24 Gen3 Adjustable Sights 15rd 6.02"" 40 S&W","649,95"
1191,"North American Arms - Mini-Revolver Bug Out 5rd 1.125"" 22 LR","289,95"
1192,STI - Nitro Marauder 5.0 20rd,2999
1193,"STI - DLC Host 18rd 5"" 10mm",2999
1194,"Colt - Delta Elite Two-Tone 8rd 5"" 10mm","1139,95"
1195,"Glock - G43 Gen3 Flat Dark Earth w/ Laser 6rd 3.39"" 9mm","579,95"
1196,"STI  -DVC Island 5.0 21rd 5"" 9mm",2999
1197,"STI - Lite DS TR 20rd 4"" 9mm",2099
1198,"Ruger - SP101 Match Champion 4.2"" 5rd 357 Mag","759,95"
1199,"Glock - G17 Gen5 Fixed Sights 17rd 4.49"" 9mm","579,95"
1200,"Glock - G17 Gen5 AmeriGlo Bold Sights 17rd 4.49"" 9mm","679,95"
1201,"Glock - G17 Gen5 Glock Night Sights 17rd 4.49"" 9mm","599,95"
1202,"Glock - G19 Gen5 Fixed Sights 15rd 4.02"" 9mm",599
1203,"Glock - G19 Gen5 AmeriGlo Bold Sights 15rd 4.02"" 9mm","659,95"
1204,"STI - Host 8rd 5"" 10mm",2599
1205,"Ruger - Mark IV Standard 10rd 4.75"" 22 LR","384,95"
1206,"Ruger - Mark IV Tactical 10rd 4.4"" 22 LR","569,95"
1207,"Ruger - Mark IV Standard 10rd 6"" 22 LR","384,95"
1208,"Glock - G19 Gen5 Glock Night Sights 15rd 4.02"" 9mm",629
1209,"Nighthawk - Tri-Cut Carry 10rd 4.25"" 9mm",4495
1210,"Ruger - LCRx 6rd 1.87"" 327 Mag","589,95"
1211,"Ruger - LCRx 6rd 3"" 22 WMR","569,95"
1212,"KelTec - PLR16 Green 10rd 9.2"" 5.56x45mm","619,95"
1213,"KelTec - PMR30 Black 30rd 4.3"" 22 Mag","469,95"
1214,"Sig Sauer - P220 Legion 8rd 4.5"" 10mm","1599,99"
1215,"Colt - Series 70 Talo 50th Anniversary 7rd 5"" 45 ACP","1829,95"
1216,"CZ - Shadow 2 Urban Grey 17rd 4.89"" 9mm","1368,95"
1217,"Sig Sauer - P210 Target 8rd 5"" 9mm","1499,99"
1218,"Ruger - LCP II 6rd 2.75"" 380 ACP","379,95"
1219,"Wilson Combat - X-Tac 7rd 4"" 45 ACP",2985
1220,"Wilson Combat - Ultralight Carry 7rd 4"" 45 ACP",3900
1221,"Wilson Combat - Ultralight Carry 7rd 4"" 9mm",3765
1222,"Ruger - GP100 7rd 6"" 357 Mag","759,95"
1223,"Ruger - GP100 7rd 2.5"" 357 Mag","789,95"
1224,"Ruger - GP100 7rd 4.2"" 357 Mag","814,95"
1225,"Smith & Wesson - M&P Shield M2.0 Red Laser Thumb Safety 8rd 3.1"" 9mm","494,95"
1226,"Glock - G30 Gen3 Fixed Sights 10rd 3.77"" 45 ACP","499,95"
1227,Glock - 29 Gen3 10mm,"569,95"
1228,"Kimber - 1911 Stainless Target Long Slide 7rd 6"" 10mm","1079,95"
1229,"Kimber - 1911 Aegis Elite Custom 9rd 5"" 9mm","1064,95"
1230,"Kimber - 1911 Aegis Elite Custom 9rd 5"" 45 ACP","1049,95"
1231,"Kimber - 1911 Aegis Elite Pro 9rd 4"" 45 ACP","1049,95"
1232,"Kimber - 1911 Aegis Elite Ultra 7rd 3"" 45 ACP","1049,95"
1233,"Kimber - Micro 9 Covert 7rd 3.15"" 9mm","974,95"
1234,"Kimber - 1911 Hero Custom 7rd 5"" 45 ACP","949,95"
1235,"Ruger - SP-101 6rd 3"" 327 Mag","634,95"
1236,"Ruger - SP101 5rd 2.25"" 9mm","634,95"
1237,"STI - Marauder Hunter 5.0 18rd 5"" 10mm",2199
1238,"Ruger - Redhawk 8rd 5.5"" 357 Mag","954,95"
1239,"Ruger - Mark IV Target 10rd 5.5"" 22 LR","589,95"
1240,"Ruger - SR1911 Officer-Style 8rd 3.6"" 9mm","859,95"
1241,"Sig Sauer - P220 Legion 8rd 4.4"" 45 ACP","1299,99"
1242,"Smith & Wesson - M&P Shield M2.0 Green Laser Thumb Safety 8rd 3.1"" 40 S&W","554,95"
1243,"Smith & Wesson - M&P Shield M2.0 Red Laser Thumb Safety 7rd 3.1"" 40 S&W","494,95"
1244,"Smith & Wesson - M&P Shield M2.0 Laserguard Pro 7rd 3.1"" 40S&W","654,95"
1245,"Browning - Buck Mark Medallion 10rd 5.5"" 22 LR","529,95"
1246,"Glock - G34 Gen5 Adjustable Sights 17rd 4.49"" 9mm","719,95"
1247,"Glock - G26 Gen5 Fixed Sights 10rd 3.43"" 9mm","559,95"
1248,"Glock - G34 Gen4 MOS 17rd 5.32"" 9mm","669,95"
1249,"Black Rain - Spec15 Pistol Tactical Brace 30rd 10.5"" 300 Blackout","869,95"
1250,"STI - DVC Tactical Bull-TR 21rd 5"" 9mm",2999
1251,"STI - DVC Limited Island 20rd 5"" 9mm",3199
1252,"Magnum Research - Desert Eagle Mark XIX Stainless w/ Muzzle Brake 7rd 6"" 50 AE","2299,95"
1253,"Magnum Research - Desert Eagle Mark XIX Case Hardened 7rd 6"" 50 AE","2999,95"
1254,"A. Uberti - 1873 Cattleman 6rd 5.5"" 45 Colt","594,95"
1255,"A. Uberti - 1873 Cattleman Bird's Head 6rd 3.5"" 45 Colt","489,95"
1256,"Taurus - 44 Tracker 5rd 4"" 44 Mag","539,95"
1257,"A. Uberti - 1873 Cattleman Hombre 6rd 4.75"" 45 Colt","424,95"
1258,"North American Arms - Ranger II 5rd 1.625"" 22 Mag","439,95"
1259,"Kahr - CM9 Kryptek Camo 6rd 3"" 9mm","384,95"
1260,"Kahr - CW9 Carbon Fiber 7rd 3.6"" 9mm","369,95"
1261,"Kahr - CT9 8rd 4"" 9mm","329,95"
1262,"Magnum Research - Desert Eagle 1911 w/ Knife 8rd 4.3"" 45 ACP","764,95"
1263,"Taurus - G2C 12rd 3.2"" 9mm","234,95"
1264,"Glock - G26 Gen5 Glock Night Sights 10rd 3.41"" 9mm","619,95"
1265,"Ruger - Redhawk 8rd 4.25"" 357 Mag","954,95"
1266,"Kimber - 1911 Target II Stainless 9rd 5"" 45 ACP","974,95"
1267,"Kimber - 1911 Pro Carry II Two-Tone 9rd 4"" 9mm","889,95"
1268,"Kimber - 1911 Stainless Pro Carry II 7rd 4"" 45 ACP","899,95"
1269,"Kimber - 1911 Stainless Ultra Carry II 7rd 3"" 45 ACP","899,95"
1270,"Kimber - 1911 Stainless Ultra Carry II 8rd 3"" 9mm","929,95"
1271,"Kimber - 1911 Stainless Pro Carry II 9rd 4"" 9mm","929,95"
1272,"Taurus - Judge 5rd 6.5"" 410 / 45 Colt","474,95"
1273,"Kahr - CW380 Kryptek Camo 6rd 2.58"" 380 ACP","369,95"
1274,"Heritage - Rough Rider Adjustable Sights 9rd 6.5"" 22 LR / 22 Mag","219,95"
1275,"Nighthawk - Agent 2 10rd 5"" 9mm",4495
1276,"STI - DVC Limited 20rd 5.4"" 9mm",2799
1277,"Smith & Wesson - M&P Shield M2.0 Green Laser No Safety 8rd 3.1"" 9mm","554,95"
1278,"Charter Arms - Chameleon 5rd 2"" 38 Spl","389,95"
1279,"Bond Arms - Old Glory 2rd 2.5"" 45 Colt / 410","639,95"
1280,"Bond Arms - Backup 2rd 2.5"" 9mm","414,95"
1281,"Bond Arms - Snake Slayer 2rd 3.5"" 357 Mag / 38 Spl","479,95"
1282,"Bond Arms - Snake Slayer IV 2rd 4.5"" 357 Mag","519,95"
1283,"Smith & Wesson - M&P Bodyguard 5rd 1.875"" 38 Spl+P","424,95"
1284,"Glock - G26 Gen5 Fixed Sights 10rd 3.43"" 9mm","549,95"
1285,"Glock - G26 Gen5 Glock Night Sights 10rd 3.43"" 9mm","609,95"
1286,"Nighthawk - T4 Custom 3.8"" 45 ACP",4910
1287,"STI - DVC Omni 10rd 4.15"" 9mm",3999
1288,"Wilson Combat - EDC X9 15rd 4"" 9mm",2895
1289,"Canik - TP9SFx with Vortex Viper Red Dot 20rd 5.25"" 9mm","699,99"
1290,"Charter Arms - Pathfinder Lite 6rd 4.2"" 22 LR","364,95"
1291,"Cabot - Gentleman's Carry 1911 8rd 4.25"" 45 ACP",4795
1292,"Cabot - Black Diamond Deluxe Limited Edition 1911 8rd 5"" 45 ACP",11995
1293,"Ruger - GP100 Match Champion 6rd 4.2"" 10mm","854,95"
1294,"Smith & Wesson - M&P M2.0 Compact No Safety 13rd 4"" 40 S&W","569,95"
1295,"Taurus - G2 Slim 7rd 3.2"" 9mm","214,95"
1296,"Auto-Ordnance - 1911 ""Squadron"" 7rd 5"" 45 ACP","819,95"
1297,"STI - DVC 18rd 3.75"" 9mm",3399
1298,"STI - SRA Elite 20rd 5"" 9mm",2399
1299,"STI - Hawk 18rd 5"" 9mm",1999
1300,"Sti - Hex-Tac DS 20rd 5"" 9mm",2699
1301,"STI - RMR 20rd 5"" 9mm",3599
1302,"Ruger - Redhawk 6rd 4.2"" 44 Mag / 44 Spl","954,95"
1303,"Ruger - Redhawk 6rd 4.2"" 45 ACP","954,95"
1304,"Ruger - LCRx 8rd 3"" 22 LR","569,95"
1305,"Ruger - EC9S Turquoise/Black 7rd 3.12"" 9mm","299,95"
1306,"Ruger - Security-9 Viridian Laser 15rd 4"" 9mm","429,95"
1307,"Ruger - Redhawk 6rd 7.5"" 44 Mag / 44 Spl","954,95"
1308,"Ruger - Redhawk 6rd 5.5"" 44 Mag / 44 Spl","954,95"
1309,"Smith & Wesson - SD Flat Dark Earth 14rd 4"" 40 S&W","399,95"
1310,"Smith & Wesson - M&P Shield M2.0 Night Sights 8rd 3.1"" 9mm","544,95"
1311,"Smith & Wesson - SW22 Victory Kryptek 10rd 5.5"" 22 LR","359,95"
1312,"Magnum Research - Desert Eagle Mark XIX White Matte Distressed 7rd 6"" 50 AE","1999,95"
1313,"American Tactical - GSG M1911 HGA 10rd 5"" 22 LR","229,95"
1314,"American Tactical - GSG 1911 HGA w/Polished Slide & Black Grip 10rd 5"" 22 LR","229,95"
1315,"American Tactical - GSG 1911 Green 10rd 5"" 22 LR","229,95"
1316,"Smith & Wesson - Model 360 5rd 1.875"" 357 Mag / 38 Spl+P","599,95"
1317,"Smith & Wesson - M&P M2.0 Compact Thumb Safety 13rd 4"" 40 S&W","569,95"
1318,"Kimber - EVO SP Two-Tone 7rd 3.16"" 9mm","729,95"
1319,"Kimber - EVO SP CDP 7rd 3.16"" 9mm","799,95"
1320,"Kimber - EVO SP Custom Shop 7rd 3.16"" 9mm","884,95"
1321,"Kimber - EVO SP TLE 7rd 3.16"" 9mm","779,95"
1322,"Daniel Defense - V7P Law Tactical 32rd 10.3"" 5.56x45mm","1734,95"
1323,"Daniel Defense - MK18 Pistol Law Tactical Flat Dark Earth 32rd 10.3"" 5.56x45mm","1879,95"
1324,"Colt - Dragon 9rd 5"" 45 ACP","1799,95"
1325,"CZ - 75 Tactical Sport Czechmate 20rd 5.23"" 9mm","3454,95"
1326,"A. Uberti - 1848 Dragoon 3rd 7.5"" 44 Cal","399,95"
1327,"Ruger - Mark IV 22/45 Lite 10rd 4.4"" 22 LR","539,95"
1328,"Smith & Wesson - SD VE 10rd 4"" 9mm","364,95"
1329,"Smith & Wesson - M&P Bodyguard Red Laser 5rd 1.875"" 38 Spl+P","529,95"
1330,"Kimber - K6S Stainless 6rd 3"" 357 Mag","999,95"
1331,"Ruger - AR-556 Pistol  30rd 10.5"" 5.56x45mm","999,95"
1332,"Kimber - 1911 KHX Custom 8rd 5"" 10mm","1919,95"
1333,"Kimber - Micro Two-Tone Rosewood 7rd 2.75"" 380 ACP","599,95"
1334,"H&K - VP9SK Flat Dark Earth Night Sights 10rd 3.39"" 9mm","669,95"
1335,"H&K - VP9SK Flat Dark Earth 10rd 3.39"" 9mm","589,95"
1336,"STI - Staccato C 8rd 3.9"" 9mm",1499
1337,"Glock - G43X Silver Glock Night Sights 10rd 3.41"" 9mm","519,95"
1338,"Sig Sauer - MCX Rattler Canebrake 30rd 5.5"" 300 Blackout","2599,99"
1339,"Nighthawk - Chairman 10rd 6"" 45 ACP",4195
1340,"Chiappa - Rhino 60DS Hunter Cerakote OD Green 6rd 6"" 357 Mag","1399,95"
1341,"Chiappa - Charging Rhino 60DS 6rd 6"" 9mm","1399,95"
1342,"Glock - G34 Gen5 MOS Flat Dark Earth 17rd 5.31"" 9mm","799,95"
1343,"Chiappa - Rhino 40DS 6rd 4"" 357 Mag","939,95"
1344,"Glock - G45 Gen5 MOS 17rd 4.02"" 9mm","699,95"
1345,"Glock - G19 Gen4 ""Spartan"" Battleworn Bronze Fixed Sights 15rd 4"" 9MM","619,95"
1346,"A. Uberti - 1873 Cattleman El Patron 6rd 5.5"" 45 Colt","539,95"
1347,"STI - DVC P Delta Host 20rd 5"" 9mm",3999
1348,"Smith & Wesson - M&P Shield M2.0 Shield Red Laser Thumb Safety 7rd 3.3"" 45 ACP","494,95"
1349,"Smith & Wesson - M&P Shield M2.0 Green Laser Thumb Safety 7rd 3.3"" 45 ACP","554,95"
1350,"Glock - G43X Silver AmeriGlo Bold Sights 10rd 3.41"" 9mm","579,95"
1351,"EAA - Girsan MC28 SA-TV Flat Dark Earth Optic Ready 15rd 4.25"" 9mm",426
1352,"EAA - Weihrauch Windicator Black 6rd 2"" 357 Mag",335
1353,"EAA - Girsan Regard MC Flat Dark Earth 18rd 4.9"" 9mm",426
1354,"EAA - Tanfoglio Witness Elite Stock III 17rd 4.75"" 9mm",1068
1355,"EAA - Tanfoglio Witness Elite Stock II 17rd 4.5"" 9mm",1162
1356,"EAA - Tanfoglio Witness Steel Full Size 14rd 4.5"" 10mm",619
1357,"EAA - Tanfoglio Witness Hunter 14rd 6"" 10mm",1215
1358,"EAA - Tanfoglio Witness P Match Pro 17rd 4.75"" 9mm",725
